1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
368, terralith:zpointer/terralith_painted_mountains, HEADING, header:ignore, 0, 0, 0
369, ctov:small/village_savanna, HEADING, header:ignore, 0, 0, 0
370, ctov:small/village_savanna, CREATURE, mythicmounts:firebird, 10, 1, 1
371, ctov:medium/village_mountain, HEADING, header:ignore, 0, 0, 0
372, ctov:medium/village_mountain, CREATURE, mythicmounts:firebird, 10, 1, 1
373, terralith:zpointer/terralith_siberian_grove, HEADING, header:ignore, 0, 0, 0
374, idas:underground_camp/underground_camp_deep, HEADING, header:ignore, 0, 0, 0
375, terralith:underground/oak_cabin, HEADING, header:ignore, 0, 0, 0
376, terralith:zpointer/minecraft_jungle, HEADING, header:ignore, 0, 0, 0
377, bakery:oat_field, HEADING, header:ignore, 0, 0, 0
378, bakery:oat_field, CREATURE, minecraft:pig, 1, 1, 4
379, bettermineshafts:mineshaft_spruce, HEADING, header:ignore, 0, 0, 0
380, terralith:underground/old_refinery, HEADING, header:ignore, 0, 0, 0
381, meadow:bench, HEADING, header:ignore, 0, 0, 0
382, meadow:bench, CREATURE, minecraft:pig, 1, 1, 4
383, bettermineshafts:mineshaft_mushroom, HEADING, header:ignore, 0, 0, 0
384, ctov:small/village_jungle, HEADING, header:ignore, 0, 0, 0
385, ctov:small/village_jungle, CREATURE, mythicmounts:firebird, 10, 1, 1
386, ars_nouveau:hunter_wilden_den, HEADING, header:ignore, 0, 0, 0
387, ars_nouveau:hunter_wilden_den, MONSTER, ars_nouveau:wilden_hunter, 5, 3, 3
388, terralith:zpointer/minecraft_grove, HEADING, header:ignore, 0, 0, 0
389, structory:northern_ruin, HEADING, header:ignore, 0, 0, 0
390, idas:underground_camp/underground_camp, HEADING, header:ignore, 0, 0, 0
391, ctov:pillager_outpost_dark_forest, HEADING, header:ignore, 0, 0, 0
392, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:pillager, 5, 1, 1
393, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:evoker, 1, 1, 1
394, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:vindicator, 2, 1, 1
395, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:witch, 2, 1, 1
396, friendsandfoes:illusioner_training_grounds, HEADING, header:ignore, 0, 0, 0
397, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:illusioner, 1, 1, 1
398, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:pillager, 2, 1, 2
399, structory:abandoned_camp, HEADING, header:ignore, 0, 0, 0
400, terralith:underground/witch_hut, HEADING, header:ignore, 0, 0, 0
401, terralith:zpointer/terralith_snowy_shield, HEADING, header:ignore, 0, 0, 0
402, terralith:zpointer/terralith_glacial_chasm, HEADING, header:ignore, 0, 0, 0
403, terralith:zpointer/terralith_warm_river, HEADING, header:ignore, 0, 0, 0
404, idas:sunken_ship/sunken_ship, HEADING, header:ignore, 0, 0, 0
405, idas:sunken_ship/sunken_ship, MONSTER, quark:wraith, 5, 1, 2
406, terralith:zpointer/minecraft_deep_warm_ocean, HEADING, header:ignore, 0, 0, 0
407, biomemakeover:ghost_town, HEADING, header:ignore, 0, 0, 0
408, biomemakeover:ghost_town, MONSTER, biomemakeover:ghost, 8, 1, 1
409, terralith:zpointer/terralith_amethyst_rainforest, HEADING, header:ignore, 0, 0, 0
410, ctov:medium/village_beach, HEADING, header:ignore, 0, 0, 0
411, ctov:medium/village_beach, CREATURE, mythicmounts:firebird, 10, 1, 1
412, terralith:zpointer/terralith_birch_taiga, HEADING, header:ignore, 0, 0, 0
413, terralith:zpointer/minecraft_swamp, HEADING, header:ignore, 0, 0, 0
414, bettermineshafts:mineshaft_spruce_snowy, HEADING, header:ignore, 0, 0, 0
415, terralith:zpointer/terralith_temperate_highlands, HEADING, header:ignore, 0, 0, 0
416, ctov:large/village_jungle, HEADING, header:ignore, 0, 0, 0
417, ctov:large/village_jungle, CREATURE, mythicmounts:firebird, 10, 1, 1
418, structory:abandoned_chapel, HEADING, header:ignore, 0, 0, 0
419, idas:hunters_cabin, HEADING, header:ignore, 0, 0, 0
420, idas:ancient_portal/ancient_portal, HEADING, header:ignore, 0, 0, 0
421, idas:ancient_portal/ancient_portal, MONSTER, minecraft:silverfish, 3, 1, 4
422, idas:ancient_portal/ancient_portal, MONSTER, quark:wraith, 3, 1, 4
423, ctov:large/village_beach, HEADING, header:ignore, 0, 0, 0
424, ctov:large/village_beach, CREATURE, mythicmounts:firebird, 10, 1, 1
425, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
426, ctov:small/village_plains, CREATURE, mythicmounts:firebird, 10, 1, 1
427, terralith:zpointer/minecraft_flower_forest, HEADING, header:ignore, 0, 0, 0
428, bettermineshafts:mineshaft_dripstone, HEADING, header:ignore, 0, 0, 0
429, terralith:underground/giant_bee_hive, HEADING, header:ignore, 0, 0, 0
430, terralith:zpointer/minecraft_snowy_plains, HEADING, header:ignore, 0, 0, 0
431, terralith:zpointer/terralith_gravel_beach, HEADING, header:ignore, 0, 0, 0
432, terralith:zpointer/terralith_scarlet_mountains, HEADING, header:ignore, 0, 0, 0
433, terralith:zpointer/minecraft_stony_shore, HEADING, header:ignore, 0, 0, 0
434, terralith:zpointer/terralith_wintry_forest, HEADING, header:ignore, 0, 0, 0
435, meadow:chapel, HEADING, header:ignore, 0, 0, 0
436, structory:taiga_ruin_underground, HEADING, header:ignore, 0, 0, 0
437, idas:beekeepers_house, HEADING, header:ignore, 0, 0, 0
438, nullscape:phantom_nest, HEADING, header:ignore, 0, 0, 0
439, terralith:fortified_village, HEADING, header:ignore, 0, 0, 0
440, terralith:zpointer/terralith_orchid_swamp, HEADING, header:ignore, 0, 0, 0
441, idas:lumber_camp/lumber_camp_jungle, HEADING, header:ignore, 0, 0, 0
442, terralith:zpointer/minecraft_deep_frozen_ocean, HEADING, header:ignore, 0, 0, 0
443, terralith:zpointer/terralith_yosemite_lowlands, HEADING, header:ignore, 0, 0, 0
444, structory:jungle_ruin, HEADING, header:ignore, 0, 0, 0
445, structory:jungle_ruin, MONSTER, minecraft:creeper, 10, 4, 4
446, ctov:medium/village_mushroom, HEADING, header:ignore, 0, 0, 0
447, ctov:medium/village_mushroom, CREATURE, mythicmounts:firebird, 10, 1, 1
448, terralith:zpointer/terralith_highlands, HEADING, header:ignore, 0, 0, 0
449, terralith:zpointer/terralith_shield, HEADING, header:ignore, 0, 0, 0
450, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
451, ctov:pillager_outpost_snowy, MONSTER, minecraft:pillager, 5, 1, 1
452, ctov:pillager_outpost_snowy, MONSTER, minecraft:evoker, 1, 1, 1
453, ctov:pillager_outpost_snowy, MONSTER, minecraft:vindicator, 2, 1, 1
454, ctov:pillager_outpost_snowy, MONSTER, minecraft:witch, 2, 1, 1
455, terralith:zpointer/terralith_savanna_slopes, HEADING, header:ignore, 0, 0, 0
456, terralith:zpointer/terralith_skylands_autumn, HEADING, header:ignore, 0, 0, 0
457, structory:ruin_grassy, HEADING, header:ignore, 0, 0, 0
458, structory:outcast_villager_grassy, HEADING, header:ignore, 0, 0, 0
459, ctov:medium/village_plains, HEADING, header:ignore, 0, 0, 0
460, ctov:medium/village_plains, CREATURE, mythicmounts:firebird, 10, 1, 1
461, idas:hermits_hollow, HEADING, header:ignore, 0, 0, 0
462, ctov:large/village_mountain, HEADING, header:ignore, 0, 0, 0
463, ctov:large/village_mountain, CREATURE, mythicmounts:firebird, 10, 1, 1
464, idas:desert_market/desert_market_orange, HEADING, header:ignore, 0, 0, 0
465, beautify:botanist_house_desert, HEADING, header:ignore, 0, 0, 0
466, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
467, ctov:large/village_mushroom, HEADING, header:ignore, 0, 0, 0
468, ctov:large/village_mushroom, CREATURE, mythicmounts:firebird, 10, 1, 1
469, terralith:zpointer/minecraft_ice_spikes, HEADING, header:ignore, 0, 0, 0
470, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
471, terralith:zpointer/terralith_ancient_sands, HEADING, header:ignore, 0, 0, 0
472, meadow:observation_post, HEADING, header:ignore, 0, 0, 0
473, meadow:observation_post, CREATURE, minecraft:pig, 1, 1, 4
474, idas:pillager_camp, HEADING, header:ignore, 0, 0, 0
475, terralith:zpointer/terralith_brushland, HEADING, header:ignore, 0, 0, 0
476, idas:ancient_statue/ancient_statue_jungle, HEADING, header:ignore, 0, 0, 0
477, bettermineshafts:mineshaft_acacia, HEADING, header:ignore, 0, 0, 0
478, terralith:zpointer/terralith_siberian_taiga, HEADING, header:ignore, 0, 0, 0
479, terralith:zpointer/terralith_haze_mountain, HEADING, header:ignore, 0, 0, 0
480, terralith:zpointer/terralith_yosemite_cliffs, HEADING, header:ignore, 0, 0, 0
481, totw_reworked:ice, HEADING, header:ignore, 0, 0, 0
482, terralith:zpointer/minecraft_sparse_jungle, HEADING, header:ignore, 0, 0, 0
483, idas:ancient_statue/ancient_statue_desert, HEADING, header:ignore, 0, 0, 0
484, idas:desert_camp/desert_camp_bygwindswept, HEADING, header:ignore, 0, 0, 0
485, structory:outcast_villager_desert, HEADING, header:ignore, 0, 0, 0
486, idas:lumber_camp/lumber_camp_acacia, HEADING, header:ignore, 0, 0, 0
487, terralith:zpointer/minecraft_old_growth_spruce_taiga, HEADING, header:ignore, 0, 0, 0
488, idas:labyrinth, HEADING, header:ignore, 0, 0, 0
489, incendium:abandoned_tower, HEADING, header:ignore, 0, 0, 0
490, ctov:large/village_swamp, HEADING, header:ignore, 0, 0, 0
491, ctov:large/village_swamp, CREATURE, mythicmounts:firebird, 10, 1, 1
492, ctov:large/village_dark_forest, HEADING, header:ignore, 0, 0, 0
493, ctov:large/village_dark_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
494, explorify:tavern, HEADING, header:ignore, 0, 0, 0
495, ctov:medium/village_desert, HEADING, header:ignore, 0, 0, 0
496, ctov:medium/village_desert, CREATURE, mythicmounts:firebird, 10, 1, 1
497, explorify:watchtower/taiga, HEADING, header:ignore, 0, 0, 0
498, terralith:zpointer/minecraft_savanna_plateau, HEADING, header:ignore, 0, 0, 0
499, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
500, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 5, 1, 1
501, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 1, 1, 1
502, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 2, 1, 1
503, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 2, 1, 1
504, totw_reworked:derelict, HEADING, header:ignore, 0, 0, 0
505, ctov:small/village_desert, HEADING, header:ignore, 0, 0, 0
506, ctov:small/village_desert, CREATURE, mythicmounts:firebird, 10, 1, 1
507, terralith:zpointer/terralith_skylands_winter, HEADING, header:ignore, 0, 0, 0
508, incendium:nether_reactor, HEADING, header:ignore, 0, 0, 0
509, terralith:zpointer/minecraft_windswept_savanna, HEADING, header:ignore, 0, 0, 0
510, terralith:zpointer/minecraft_taiga, HEADING, header:ignore, 0, 0, 0
511, ctov:medium/village_underground, HEADING, header:ignore, 0, 0, 0
512, terralith:zpointer/terralith_frozen_cliffs, HEADING, header:ignore, 0, 0, 0
513, bettermineshafts:mineshaft_ice, HEADING, header:ignore, 0, 0, 0
514, netherdepthsupgrade:nether_fortress_piece, HEADING, header:ignore, 0, 0, 0
515, netherdepthsupgrade:nether_fortress_piece, WATER_AMBIENT, netherdepthsupgrade:blazefish, 10, 3, 4
516, terralith:underground/mining_outpost, HEADING, header:ignore, 0, 0, 0
517, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
518, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 5, 1, 1
519, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 1, 1, 1
520, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 2, 1, 1
521, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 2, 1, 1
522, terralith:zpointer/minecraft_warm_ocean, HEADING, header:ignore, 0, 0, 0
523, terralith:zpointer/terralith_lush_valley, HEADING, header:ignore, 0, 0, 0
524, idas:castle, HEADING, header:ignore, 0, 0, 0
525, beautify:botanist_house_savanna, HEADING, header:ignore, 0, 0, 0
526, terralith:zpointer/minecraft_sunflower_plains, HEADING, header:ignore, 0, 0, 0
527, terralith:zpointer/minecraft_windswept_forest, HEADING, header:ignore, 0, 0, 0
528, idas:animal_den/forest_den, HEADING, header:ignore, 0, 0, 0
529, ars_nouveau:guardian_wilden_den, HEADING, header:ignore, 0, 0, 0
530, ars_nouveau:guardian_wilden_den, MONSTER, ars_nouveau:wilden_guardian, 5, 1, 3
531, bettermineshafts:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
532, terralith:zpointer/terralith_lavender_forest, HEADING, header:ignore, 0, 0, 0
533, terralith:zpointer/terralith_warped_mesa, HEADING, header:ignore, 0, 0, 0
534, incendium:piglin_village, HEADING, header:ignore, 0, 0, 0
535, idas:lumber_camp/lumber_camp_bygredwood, HEADING, header:ignore, 0, 0, 0
536, terralith:zpointer/minecraft_old_growth_birch_forest, HEADING, header:ignore, 0, 0, 0
537, terralith:zpointer/minecraft_windswept_hills, HEADING, header:ignore, 0, 0, 0
538, idas:apothecary_abode, HEADING, header:ignore, 0, 0, 0
539, idas:sunken_ship/sunken_ship_ruins, HEADING, header:ignore, 0, 0, 0
540, idas:animal_den/polar_bear_den, HEADING, header:ignore, 0, 0, 0
541, explorify:badlands_pyramid, HEADING, header:ignore, 0, 0, 0
542, explorify:desert_shrine, HEADING, header:ignore, 0, 0, 0
543, idas:desert_market/desert_market, HEADING, header:ignore, 0, 0, 0
544, explorify:mausoleum, HEADING, header:ignore, 0, 0, 0
545, terralith:zpointer/minecraft_plains, HEADING, header:ignore, 0, 0, 0
546, idas:desert_camp/desert_camp, HEADING, header:ignore, 0, 0, 0
547, friendsandfoes:citadel, HEADING, header:ignore, 0, 0, 0
548, friendsandfoes:citadel, MONSTER, minecraft:blaze, 1, 1, 2
549, terralith:zpointer/minecraft_meadow, HEADING, header:ignore, 0, 0, 0
550, totw_reworked:ocean, HEADING, header:ignore, 0, 0, 0
551, terralith:zpointer/terralith_desert_oasis, HEADING, header:ignore, 0, 0, 0
552, explorify:black_spiral, HEADING, header:ignore, 0, 0, 0
553, betterwitchhuts:witch_hut, HEADING, header:ignore, 0, 0, 0
554, betterwitchhuts:witch_hut, MONSTER, minecraft:witch, 1, 1, 1
555, betterwitchhuts:witch_hut, CREATURE, minecraft:cat, 1, 1, 1
